prop_id,situs_num,situs_street,title_owner_name,property_use_cd,property_use_description,zoning,zoning_description,market_land_val,market_improvement_val,market,appraised_val_total,taxable_val_total,yr_blt,sqft_la,imprv_type,legal_description,tax_payer_name,tax_payer_city,tax_payer_state
154911,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 47-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154912,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 48-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154913,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 49-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154914,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 50-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154915,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 51-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154916,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 52-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154917,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 53-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154918,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 54-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154919,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 55-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154920,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 56-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154921,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 57-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154922,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 58-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154923,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 59-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154924,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 60-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154925,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 61-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154926,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 62-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154927,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 63-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154928,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 64-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154929,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 65-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154930,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 66-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154931,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 67-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154932,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 68-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154933,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 69-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154934,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1406,6101,7507,7507,7507,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 70-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154935,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1622,6925,8547,8547,8547,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 71-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154936,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1622,6925,8547,8547,8547,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK J  UNIT 72-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154938,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,7277,9007,9007,9007,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 2-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154939,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 3-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154940,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 4-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154941,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 5-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154942,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 6-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154943,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 7-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154944,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 8-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154945,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 9-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154946,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 10-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154947,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 11-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154948,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 12-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154949,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 13-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154950,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 14-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154951,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 15-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154952,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 16-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154953,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 17-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154954,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 18-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154955,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 19-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154956,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 20-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154957,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 21-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154958,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 22-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154959,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 23-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154960,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 24-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154961,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 25-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154962,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 26-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154963,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 27-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154964,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 28-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154965,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 29-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154966,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 30-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154967,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 31-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154968,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 32-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154969,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 33-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154970,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 34-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154971,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 35-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154972,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 36-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154973,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 37-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154974,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 38-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154975,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 39-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154976,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 40-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154977,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 41-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154978,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 42-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154979,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 43-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154980,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 44-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154981,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 45-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154982,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 46-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154983,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 47-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154984,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 48-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154985,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 49-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154986,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 50-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154987,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 51-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154988,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 52-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154989,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 53-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154990,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 54-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154991,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 55-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154992,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 56-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
154993,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK K  UNIT 57-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
