prop_id,situs_num,situs_street,title_owner_name,property_use_cd,property_use_description,zoning,zoning_description,market_land_val,market_improvement_val,market,appraised_val_total,taxable_val_total,yr_blt,sqft_la,imprv_type,legal_description,tax_payer_name,tax_payer_city,tax_payer_state
155666,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 39-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155667,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 40-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155668,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 41-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155669,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 42-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155670,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 43-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155671,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 44-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155672,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 45-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155673,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 46-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155674,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 47-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155675,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 48-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155676,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 49-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155677,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 50-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155678,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2569,15377,17946,17946,17946,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 51-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155679,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 52-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155680,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 53-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155681,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 54-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155682,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 55-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155683,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1920,8563,10483,10483,10483,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK E  UNIT 56-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155685,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,12070,14449,14449,14449,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 2-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155686,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 3-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155687,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 4-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155688,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 5-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155689,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 6-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155690,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 7-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155691,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 8-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155692,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 9-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155693,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 10-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155694,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 11-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155695,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 12-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155696,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 13-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155697,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 14-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155698,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 15-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155699,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 16-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155700,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 17-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155701,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 18-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155702,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 19-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155703,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 20-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155704,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 21-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155705,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 22-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155706,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 23-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155707,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 24-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155708,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 25-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155709,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 26-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155710,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 27-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155711,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 28-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155712,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 29-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155713,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 30-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155714,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 31-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155715,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 32-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155716,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 33-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155717,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 34-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155718,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 35-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155719,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 36-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155720,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 37-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155721,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 38-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155722,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 39-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155723,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 40-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155724,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 41-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155725,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 42-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155726,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 43-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155727,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 44-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155728,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 45-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155729,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 46-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155730,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2569,15377,17946,17946,17946,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 47-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155731,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2569,15377,17946,17946,17946,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK F  UNIT 48-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155733,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,12070,14449,14449,14449,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 2-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155734,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 3-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155735,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 4-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155736,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 5-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155737,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 6-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155738,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 7-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155739,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 8-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155740,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 9-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155741,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 10-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155742,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 11-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155743,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 12-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155744,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 13-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155745,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 14-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155746,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 15-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155747,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 16-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155748,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2920,16202,19122,19122,19122,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 17-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155749,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE II CONDOMINIUM-DOCK G  UNIT 18-TOG WI UNDIV INT DESC AF 1380766  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
